"view_count"	"like_count"	"dislike_count"	"duration"	"id"	
347562	13454	95	1490.0	"1mbEJCJ_RE0"	
162602	5892	47	1306.0	"BWw6yGeP5FI"	
258893	9200	51	1374.0	"sGeIzMJh87A"	
160038	5840	41	1345.0	"U5ElQ7dB5Qw"	
193436	6608	92	1328.0	"2ZIh14YxtHQ"	
392005	13601	152	1596.0	"nVvXZT6NHwc"	
188152	5925	84	1247.0	"pK4fXsfvuAc"	
266741	10793	34	1435.0	"VIjt64oHSns"	
195250	6350	59	1266.0	"334xIS-jULY"	
223479	7442	73	1367.0	"AsSQV8vQ1Ho"	
369813	14323	70	1584.0	"OTxrZoMSpo8"	
418852	12543	198	1309.0	"4vAGIHiiTRk"	
277017	10532	45	1898.0	"opvRSKE1mGc"	
310267	10369	66	1956.0	"GW3-z_HL90k"	
378175	12501	80	1580.0	"5vgO-AWYyPw"	
144947	7183	102	1483.0	"jjzp8rAYHHM"	
250743	8749	86	1724.0	"k9TX01TaR8I"	
114013	4823	50	1218.0	"O--aycNNxrk"	
376465	13290	88	1666.0	"wBOyrkX-KOk"	
107841	5566	39	1282.0	"OyD5QEWsliE"	
121012	5188	51	1388.0	"Feg651OqOLU"	
233754	8914	33	1448.0	"qaMqMQaXA2E"	
124957	5881	51	1327.0	"3225dBYThu8"	
121894	5390	31	1332.0	"_Asx-5Kw9x4"	
258766	10123	38	1684.0	"GnRCU6SrqpM"	
122216	5041	35	1434.0	"s0TkiBMRf2c"	
548842	15948	200	1676.0	"bOOI8TO6yqU"	
118649	4984	52	1273.0	"Y9CEe4y9dxM"	
140126	5377	72	1263.0	"H5CZFpsi92w"	
144562	5595	34	1358.0	"yB5DVjontCo"	
285838	10342	50	1510.0	"s6gf6PnSYcg"	
138571	5278	67	1553.0	"gLcoqOj4Jlk"	
149151	6104	49	1245.0	"qJtl-kTWAVg"	
281938	10519	39	1620.0	"J8xWArpyRGA"	
152677	5607	65	1457.0	"GQwBS5taZhw"	
517589	19867	99	1585.0	"iKznTnBdZfE"	
251247	9016	52	1789.0	"B5yhzzDhYDA"	
167892	5899	55	1368.0	"BL9oGnpgeyI"	
293931	10838	56	1503.0	"JrU50HQCKsM"	
171741	9258	71	1334.0	"8PSWBJVu5fc"	
173793	6381	91	1305.0	"18QrTv8Fkv4"	
194746	10467	102	1298.0	"yZUzCEzbNpc"	
625690	24734	252	1818.0	"dcrWBmiYtf4"	
223951	7448	99	1285.0	"aJICijTtanQ"	
309023	9624	159	1267.0	"gD2l9JbfVf0"	
304777	9637	69	1807.0	"L_AAtz7knsI"	
340227	13531	87	1447.0	"eBwP9-UHusw"	
275902	10493	47	1410.0	"wrcjsixkE6Q"	
387939	13052	132	1876.0	"Oupg58gOiZk"	
244803	9952	198	2641.0	"WUu_Xz4Y2a0"	
192470	6796	181	1533.0	"2QaXOBB1svo"	
286130	11048	37	1454.0	"iSck9kPeREc"	
177999	6665	81	1383.0	"A_7m8xtd3kU"	
220302	10316	79	1347.0	"EwZkMK-E2k0"	
176914	6772	60	1464.0	"6drpdeNymR8"	
366324	13270	57	1291.0	"89un5zvwbGI"	
190507	6579	49	1413.0	"yPt1xrHf8ok"	
198650	7076	63	1297.0	"fGDcLGFUuiI"	
435859	15809	119	1384.0	"D7Nwua4ZYTI"	
352997	11457	103	1722.0	"3upomDdUqmE"	
200157	7337	74	1490.0	"bDWqCU9xgN4"	
544503	17326	100	1612.0	"BRnlXsLEsDQ"	
192752	8207	66	1503.0	"RDOa7RV0pAs"	
536762	14817	97	1771.0	"f6Y08xuUf2k"	
217194	7621	69	1414.0	"ZtVE_4ZDYBo"	
572899	16310	173	2561.0	"3pL-PriBPXw"	
191211	8525	81	640.0	"RqtvNtuMWh8"	
277559	13488	91	1610.0	"wW3EdQmZCos"	
232801	8148	48	1449.0	"ZSCXXLcFW6A"	
213780	7298	47	1587.0	"yPyPald8Eb8"	
219652	7338	74	1578.0	"2ZwstI31tHk"	
430447	14309	94	2036.0	"n77wGCORvKo"	
207884	6928	64	1376.0	"L9Qxn_dDncQ"	
139689	5998	53	1638.0	"lAWFp4WcFBM"	
222713	8304	82	1434.0	"ctQsAcTk6Ho"	
217172	7733	63	1480.0	"73SRDR4_sOc"	
255000	9285	79	2032.0	"5pZYRr4ldJU"	
231626	7880	68	1516.0	"ZgM6Vsp-R9w"	
232897	7539	96	1517.0	"oDImGRJmkjA"	
247866	9394	81	1374.0	"Sm1k4GmE60Y"	
118496	4764	69	1911.0	"XKmtYUkJgpg"	
344018	13236	79	1527.0	"BU_5s1oiG1s"	
167128	9417	68	1332.0	"Gc5XDDUQtNE"	
248363	8662	55	1426.0	"-4EItpM9QNE"	
262187	8765	57	1530.0	"iRDxydHO9_A"	
276939	9194	63	1901.0	"-d0WyTG4DKM"	
241600	9032	77	1328.0	"uzDjyp3tJ0o"	
305451	10795	77	1515.0	"MNXbeOJhnxs"	
126899	5212	80	1726.0	"PohyeaA9km4"	
248227	8745	73	1595.0	"dGdhDKuGi0I"	
380870	13882	115	1758.0	"GUK0_MYPnn0"	
246120	8420	89	1439.0	"N5U393vE6Vg"	
253803	8731	70	1476.0	"kXdeexu2cYk"	
268716	9184	100	1470.0	"034D10cVYno"	
238936	10065	74	1568.0	"lYnqSerIhGU"	
251775	8440	68	1392.0	"hu32APLG1fY"	
263761	8631	78	1498.0	"lPFKsB2vPX8"	
404774	14250	77	1814.0	"JYNsZWFyCM4"	
249637	8838	58	1320.0	"OsoN1pG2lEo"	
155568	6352	84	1674.0	"fgvBsVRVP88"	
271188	9341	77	1564.0	"axXQT0s6Hsk"	
268799	8604	108	1497.0	"szuKTEl14sQ"	
306566	10250	146	2031.0	"TSl5D4QOA7E"	
290626	10642	145	1617.0	"tFMhkl6H40U"	
263483	9002	60	1384.0	"EhbxvyM9Ly0"	
172109	8167	77	1655.0	"AKoM5H31nEU"	
260178	9018	66	1472.0	"JeK5oF3rCeg"	
422751	16283	140	1581.0	"HFfhqxpUtQg"	
270305	10086	54	1367.0	"g3n9MbYTGHY"	
162846	7506	132	917.0	"xxGszpfsUEU"	
174339	8490	59	1918.0	"EqIUgKuWEpQ"	
279936	9448	60	1506.0	"fOVY_DY9NzQ"	
264820	9520	64	1723.0	"G40F8W1hwOo"	
163175	7719	21	875.0	"FE43fjh0WdU"	
291895	9221	63	1406.0	"3UXCom4-EDA"	
211750	9850	60	1121.0	"9aVgc6KfQ44"	
233420	10502	205	1818.0	"NLEFxEWzWgg"	
283644	8882	53	1658.0	"fZ1iR7SByeg"	
296164	14632	234	1944.0	"z9sAw8ey3Zk"	
301149	10042	77	1613.0	"nzmbkinQNHU"	
399952	13968	196	1378.0	"E3zaRTuG7fE"	
303866	9941	69	1439.0	"rQdfMoD6PJI"	
275141	10441	74	1757.0	"BmNbZygqHpE"	
307908	10085	80	1481.0	"sbf8XWk7l9g"	
305181	9990	117	1344.0	"3JakT2289iQ"	
305976	10692	236	1423.0	"LhWpPvDL-6g"	
446940	15125	119	1469.0	"XizwxFhHxoI"	
278190	10444	52	1663.0	"L3APer9D7Ys"	
351235	11131	83	1362.0	"sy2HMbCb-IM"	
287957	10022	46	1729.0	"4a7nZecYOOM"	
344008	10691	69	1479.0	"wA0Lx8aIyY8"	
564567	16934	137	1581.0	"Cct-6xrC-fQ"	
393727	11504	100	1459.0	"lJdhrYtzHBI"	
339522	11174	77	1384.0	"roXL7X7tOZ0"	
306139	10900	62	1524.0	"KgQ_D1XAfLQ"	
333912	10106	75	1388.0	"JHu-oLPzI2w"	
334493	10041	80	1438.0	"JG2QieT18rU"	
996331	21436	402	1823.0	"8o6J00JWSBI"	
350706	11214	78	1499.0	"ebxm_9zdDZg"	
346191	10830	112	1346.0	"ZIt2orxTZXk"	
275001	9925	64	1670.0	"vvwlXtE9rj8"	
362696	11348	111	1320.0	"FJ8v96anldE"	
198143	8903	54	1797.0	"Dd7viHfTZ2Q"	
358541	11890	95	1353.0	"yjtWKF0ZqxA"	
375957	11405	75	1464.0	"znPXaalwb4Q"	
394430	14364	128	1093.0	"P-fJO9CeQuI"	
366476	11421	77	1346.0	"6jti3YMo5TI"	
369152	11134	71	1338.0	"CbQ-1Qg0-G4"	
299773	10664	90	2267.0	"WMhMtT_qC8E"	
376556	11710	68	1644.0	"OcMW6X4pkBY"	
387561	13972	92	1420.0	"0jnqsAUrsBg"	
204563	8271	58	1267.0	"SbXGrmKFhgo"	
1107568	22950	502	2296.0	"QichcCSini0"	
390566	11627	73	1465.0	"_xJ0d4nLrKI"	
404939	19927	102	1528.0	"0QUM7ZnUZ2g"	
272631	10117	37	1735.0	"7pftQe--Q0w"	
419668	12456	91	1229.0	"WCGj-fLUPvk"	
423670	20564	96	1276.0	"4S0nlx_V_Fg"	
378109	13034	91	1617.0	"T2saugIdCOc"	
441835	12905	103	1234.0	"w2FzelZhz1g"	
198597	8644	57	1539.0	"ctIAXaM3wLY"	
454166	13252	150	1465.0	"AOeD2s2-W5Q"	
419307	11918	156	1438.0	"8DQg1cgwWQI"	
262390	9107	60	1739.0	"LOsUD6UdhNA"	
462875	11660	107	1270.0	"5Rv2E2S0UAk"	
385480	12193	104	2166.0	"KdVI8dHqgaE"	
493516	12147	132	1266.0	"IePWnrL_OpY"	
517128	12669	114	1341.0	"zqh1CRSL_yQ"	
158616	6464	51	1282.0	"G7A-TotYeLM"	
581325	13331	131	1294.0	"uqb_4h2uGfg"	
379303	11244	158	2021.0	"HaGWvdFHS2A"	
608279	14288	109	1330.0	"aK9VvPmxQh0"	
133409	6286	35	1301.0	"Ipr7CaoBBs4"	
262991	8738	50	1866.0	"R0gH449LPhg"	
941564	20942	252	1331.0	"PXWdnODxSQs"	
143282	6461	43	1481.0	"R_z4KTN9GZ0"	
381993	11935	107	1796.0	"ErNeCjH6ndA"	
261317	9064	47	1699.0	"tJwmlYhQ0A8"	
71634	3001	41	1553.0	"rim0kMmbnII"	
70568	3276	36	1420.0	"_wyavDL365o"	
158212	6755	46	1266.0	"lsR1XpcM9Oo"	
450077	13287	126	2008.0	"JLluJOnLkVk"	
63869	2871	24	1352.0	"8FH3Hvi39zg"	
164139	6757	30	1706.0	"u4IPcmOkn7c"	
62532	2863	27	1400.0	"6rzu0EgjMLk"	
1552809	27123	382	5422.0	"HHWLtTO1PxU"	
240822	9460	39	1889.0	"j_gCu5mdviM"	
66564	2987	25	1361.0	"Qr1v1I9Hj1w"	
170207	8605	62	2173.0	"wPHTtuIigCE"	
71367	3153	75	1321.0	"2pbBnqzGeJs"	
376207	14092	82	1744.0	"QRP10Ts0T_I"	
69061	3187	41	1405.0	"hsH8Gh2Fyj0"	
142212	6641	58	1833.0	"4NcXnfvmhJs"	
71855	3303	50	1348.0	"cbEj41w_fds"	
79876	3426	42	1420.0	"hLod1CNciM4"	
152137	6736	35	1548.0	"2Z_ipc8lVs0"	
258796	9197	46	1594.0	"mvKU_KAz2Ro"	
78057	3242	39	1705.0	"E1xwaEUh0M8"	
341906	12699	55	1592.0	"3VYel3nLREE"	
81053	3599	57	1391.0	"VjYItA2gKgY"	
89127	4073	42	1366.0	"mXJbjqiTqqE"	
173982	7380	48	1760.0	"KcWw1TEp5WU"	
84554	4038	26	1414.0	"yDO3mErT7pw"	
271358	10424	45	1836.0	"PwLbGrfNfgE"	
180061	7461	43	1787.0	"yfYMQ7qfGl4"	
73364	3528	21	1176.0	"9pa8GB715Ow"	
392705	12961	60	1747.0	"oYmmma5ZSnU"	
92165	3814	48	1415.0	"WByHpToB8j4"	
99363	4152	53	1316.0	"gZs4ZgKWrgw"	
158730	7571	45	1782.0	"ISVh6626XZA"	
257492	9718	48	1800.0	"9cvg9wUesfw"	
85429	3783	24	1287.0	"YkOiPChgv_k"	
147182	7000	54	1591.0	"ySd6IS5_AMw"	
78680	3701	21	1238.0	"6Ver4llHqdE"	
496401	13517	121	1801.0	"NYo1ui8nUWA"	
94215	3899	65	1374.0	"3umEuN_iGSw"	
190205	8179	76	1847.0	"bi6ET3YthtI"	
109451	4456	52	1368.0	"xBuk40QNqBo"	
120724	4682	48	1446.0	"K-8ooLZHMFQ"	
174308	8119	41	1712.0	"YIDwANtn2Qc"	
254301	10124	42	1633.0	"F4ny8CKWSfo"	
119588	5013	38	1354.0	"5LPdzf3tzpM"	
148334	5406	79	1221.0	"R-7q_SKmEfw"	
178250	9341	53	1553.0	"QM184cWL6K4"	
165180	6447	50	1252.0	"6f97JjyDF6w"	
419288	13452	122	1974.0	"r2l2VUNMvwI"	
209400	8325	69	1652.0	"cw46xwsRvdM"	
220900	8321	118	1215.0	"uPIlaL1SPwc"	
113167	6236	59	1064.0	"ZQBpFPl9-sU"	
193124	8019	117	1729.0	"r1zsuVns1cQ"	
110884	4914	35	1190.0	"YegnuFjRtZc"	
361632	14051	100	1898.0	"hGaDoCYWMzE"	
109245	4891	29	1214.0	"GkM1xkWfJJ4"	
178227	9130	50	1327.0	"ZYWfJrSIF_U"	
114022	5207	38	1182.0	"iA4Khfro_Kw"	
174355	6464	50	1601.0	"9HIfeDs3ky8"	
266621	11449	57	1478.0	"kp-i9ZFF_s4"	
124773	5507	59	1233.0	"tZYPnTsqJsA"	
217477	9359	74	1346.0	"9dA1IJrtoKE"	
124217	4950	64	1222.0	"_OQoXGb9UAQ"	
232748	9353	67	1595.0	"QPPGDiBvgw4"	
161329	5470	38	1776.0	"k2rCn74gnAs"	
127265	5386	52	1225.0	"7UsBP03zbQc"	
479898	14958	201	1498.0	"h9_QUPYX4mM"	
159494	7186	117	1278.0	"Q4EqrJ2Y8T4"	
186382	6792	92	1166.0	"bXFvHJeMjbw"	
336982	16473	99	1696.0	"WK_cmUnIOqY"	
167661	6650	124	1211.0	"uPSByKM4bOw"	
192179	6156	65	1809.0	"OPBH-vfyIXM"	
213623	9493	182	1187.0	"vDVewQpAqBI"	
478783	14633	115	1377.0	"YdPKU1lZpJs"	
220227	7109	124	2020.0	"Q99x1RWOcJo"	
334614	9404	183	1683.0	"JHru2bCJEEE"	
479460	16703	133	1899.0	"uOga1dxKzHY"	
292837	10404	48	1657.0	"Pl3yneEDFjg"	
1729837	21692	884	1701.0	"oj0j4Tf2YSo"	
323430	11735	77	1878.0	"6LyLgT6aA6o"	
282687	10890	75	1228.0	"N09y4fCjnM4"	
365386	12858	108	2112.0	"GlzqmPjIRnU"	
253887	7211	94	1451.0	"QUj2SgBnJgs"	
286823	12535	68	1388.0	"bkzzMOFoQqg"	
99605	4753	222	1346.0	"aNQl1Am2A5s"	
144249	5864	279	1205.0	"uZqbh9n0BSQ"	
250778	11473	199	1349.0	"S0eTwbC8L-s"	
358600	14774	100	1587.0	"OS9Qt5ZnSAQ"	
240160	10393	40	1396.0	"-ZgNkcbdOZo"	
210302	6863	79	2872.0	"0zot9RYrAKA"	
308849	11428	69	1826.0	"L_QFxtIQkf0"	
411477	15408	103	1506.0	"Q_hZbRUdz_w"	
238365	7383	213	1734.0	"g5zSsnjbWLg"	
260729	10048	69	1912.0	"_aEsG0lcJzk"	
247290	7828	73	1862.0	"ZML_tGPDS7w"	
387491	14089	99	1556.0	"5AnGRcn-3RU"	
298949	11591	163	1255.0	"E9XzZpHPmQ0"	
272276	10941	65	1448.0	"DRl2ZZH9Kpk"	
442009	14800	78	1686.0	"OiBRak23XLU"	
347277	11713	69	2203.0	"v1iGYydtpP4"	
284587	11270	56	1556.0	"eWFXQpG74KU"	
258098	9723	80	1924.0	"VCKLJ9bDiIQ"	
431778	15310	165	1700.0	"yOHSEI1OI48"	
169842	9551	536	4931.0	"SWnMcwknWAQ"	
289482	10878	50	1473.0	"XHJ4rQqB36A"	
275498	12002	43	1321.0	"n9pa7eAUHqE"	
483244	15939	97	1533.0	"OvkSsH9jKlc"	
283480	11301	60	1894.0	"aJpljm-mziY"	
286938	8076	64	1673.0	"Lm2UylPIVWE"	
375604	14199	100	1434.0	"uxKj-HCfJkg"	
296876	12231	72	1463.0	"pyaWbYB4k64"	
364752	11134	101	1775.0	"vItW3wSEsFM"	
257215	7909	93	1629.0	"KINjT-rQEQg"	
448793	16638	115	1742.0	"jcxSkOwUhy8"	
290255	11074	61	1558.0	"6Ez8SNi94Ew"	
448103	15895	87	1380.0	"YWnk2wmdcng"	
306383	9626	59	1835.0	"YsbiwDNyPYM"	
293325	11111	48	1846.0	"NmM9pTwu61g"	
349199	14775	105	1540.0	"yflLf__c9gU"	
298457	11826	57	1447.0	"nYPTQwnSn0g"	
298938	9639	66	1470.0	"_yfhSzTEQVs"	
351675	12492	63	1495.0	"akb2K--asEA"	
322951	11924	67	1864.0	"c4PQydaHUko"	
309769	8777	74	1556.0	"C0Iu_AGQW6o"	
339288	11175	95	1687.0	"f1NJRoZ-6QA"	
391389	13124	84	1736.0	"61Ou3GvvLLU"	
297777	6466	154	2053.0	"fifLfIYyMO4"	
315156	12253	63	1607.0	"GR0A5yePs20"	
271071	7222	72	1584.0	"XlYGbr8KV50"	
400275	12471	130	1927.0	"29Q8hw4bguw"	
353942	12307	89	1779.0	"NMqDQRG4d_8"	
597304	11721	219	1604.0	"5Z_2KOdWxEM"	
605187	13920	208	1525.0	"sFyUvBAmIK8"	
353197	12758	67	1785.0	"Vg4sIUL5Nvs"	
895128	15501	430	1903.0	"1KaZXt3QKh8"	
433258	14516	123	1585.0	"cEmaKoWEjC0"	
302470	8242	61	1586.0	"3MopVN8g28Q"	
433822	14519	138	1610.0	"gVLWi_Zs_L8"	
386678	13294	107	1572.0	"nSFiBIxJ7jU"	
298035	7988	72	1792.0	"MzB_7Qc-iAY"	
389514	12741	107	1496.0	"tjwzSAOm_lE"	
390695	12498	92	1864.0	"mDb68pM3vjA"	
537694	24360	201	1667.0	"dOAyF4i4twQ"	
285116	7851	84	1401.0	"lH5Shxm5WKM"	
383938	12642	102	1148.0	"3QceCuWqBuU"	
335609	9116	126	1545.0	"Pxq1x-uIaUU"	
549552	15296	154	1558.0	"6ERbgU-ZBzM"	
422054	8537	152	1814.0	"2gYgEjszRls"	
404161	7779	122	1328.0	"W2LUWWVE1dU"	
375174	12756	91	1702.0	"bJKXAiIzeP4"	
228843	4377	52	1272.0	"Rfi7vkF2is4"	
275043	4410	75	1578.0	"p93tbSi5g2U"	
287705	7938	50	1660.0	"vBrn8kbaOZQ"	
232475	8153	91	1731.0	"Q6BcLXuuMts"	
216210	4386	59	1693.0	"kYXwJ9R-N04"	
304744	7642	90	1522.0	"BzfH132-UUc"	
342060	5639	100	1639.0	"_EzzGn7WXlQ"	
298847	4687	87	1885.0	"cfJCpWbLv_w"	
457153	15497	130	2019.0	"NN95QzWNS6k"	
296672	5723	93	1543.0	"7qXwC891MMc"	
364500	5759	123	1624.0	"a5yiYZqPqp8"	
392156	9985	96	1768.0	"8_klMhg-o8o"	
280417	5269	79	1866.0	"zxuAUvJZQp0"	
377801	12285	93	1785.0	"6MnIFGb0yv0"	
214684	4457	71	1847.0	"Q2mYJH4EqaY"	
147744	5248	197	1235.0	"dFsOSx41HnY"	
335996	8612	84	1677.0	"v04fNC9QHcU"	
246392	4573	94	1952.0	"8EJInaaDDq8"	
174692	5324	107	1240.0	"CCqQhLjQhfA"	
250452	4924	114	1940.0	"gx6UlTfUAV8"	
178656	5945	80	1233.0	"XBgbiPV3EQQ"	
274289	4974	97	1845.0	"5L975zLEiEc"	
167865	5953	98	1243.0	"0KN8QHHNRYM"	
235920	5032	82	1585.0	"5df9SjOAlzw"	
193190	6756	51	1236.0	"Bz5Z9XtPA1Q"	
405583	9768	118	1820.0	"Q-BcAB3JeGk"	
290618	6357	109	912.0	"LOS05tajKzc"	
256015	9638	118	1405.0	"vc-k2sFAUwI"	
437655	12282	138	1613.0	"bNdVdlLtHuE"	
297167	5473	101	1377.0	"Rutsw7OYb0o"	
593254	6918	183	1987.0	"gKmiCY1rf58"	
329165	8731	74	1423.0	"Nmuyo2FxF4U"	
243382	5279	85	1689.0	"4IW_BWm6014"	
273916	9665	124	1617.0	"VSqy0etXXZ4"	
282191	5677	125	1818.0	"5vUErZS8Ni0"	
212529	4982	92	1751.0	"AWiIvyWJN4w"	
450656	14539	112	2031.0	"fSjhDXjBQhY"	
223498	4741	82	1733.0	"rmCQ2yUbBtE"	
364700	9568	115	2012.0	"OHon8Kj0ySY"	
273967	5237	80	1692.0	"jjjiwD1R-7k"	
335514	9995	139	1762.0	"sBk7r9PIuSE"	
266203	5455	185	1678.0	"QR-cXLYZJQw"	
243587	5551	102	1269.0	"q5Md4GzKBqE"	
372234	9091	128	1793.0	"vXY5s3fgwiE"	
225955	5262	82	1659.0	"4SxXE5HbT6s"	
459283	10554	126	1861.0	"HKCW_5Ay-Pc"	
205974	5326	85	1461.0	"vCIbcK7Fh90"	
398630	16246	142	1718.0	"EmOCX3EhOTo"	
238275	5421	98	1843.0	"HJO_DKFpcEg"	
255457	5886	115	1855.0	"ba8Ctjk0TFI"	
428878	11523	117	1941.0	"19RBZFqe7Hg"	
358117	6954	173	1969.0	"KSt9LN0WyY8"	
328686	12297	132	1706.0	"3zoOgWNupc0"	
204843	5894	129	1206.0	"1gFVsOydvtE"	
388281	10791	93	1656.0	"OYy4ba68Np4"	
234466	5710	162	2043.0	"QZgNz6yyYVE"	
220522	5630	135	1628.0	"k9n9T4XNrIM"	
398293	11102	116	2099.0	"JSelmYYOdvw"	
234445	6239	93	1765.0	"eMUGhCqsdi0"	
280520	12756	86	967.0	"JlYGPU4D7EI"	
228060	5823	87	1563.0	"PR2urHy5ww8"	
587246	15699	152	2198.0	"XLF1es3WQBc"	
373817	10201	106	1753.0	"ZnX7c_eBRwc"	
269558	6177	149	1715.0	"JRTGqElVROk"	
364897	11697	89	1450.0	"nQawzDGM4sk"	
241338	6356	112	1272.0	"Q9oKR_t14tA"	
209381	6357	168	2227.0	"cxk0nsjSOAE"	
250278	6438	88	1519.0	"tjUjehNzxuU"	
521382	11763	159	1807.0	"VRvc9J614FY"	
257377	6485	101	1395.0	"2mDQTLC5y2o"	
291226	6723	175	2134.0	"GojTga3lcWE"	
461160	15132	153	1522.0	"uq7qFz01zWU"	
330423	7607	243	1819.0	"nsb5k0xdEzE"	
348660	7317	161	1983.0	"BOdZHQC_SvM"	
265962	6953	144	1525.0	"6bh2HszjA8g"	
522630	11720	158	1753.0	"JswYvy0zvxY"	
352222	11080	101	1418.0	"nNTNR8rDX3s"	
277350	7283	147	1444.0	"R3Vg2foaxmo"	
370555	7677	208	1673.0	"uClaOpR19mE"	
366196	7825	176	1744.0	"pHv3phv3yNA"	
330099	8411	134	1627.0	"xd9InoEZOVg"	
477191	11525	152	1139.0	"G6Smol4YYMc"	
459772	13165	123	1643.0	"Zc79QFFNQ84"	
351418	9722	179	1470.0	"EGFZeRYAYUg"	
644212	16469	277	1348.0	"9T-uN7-k-IM"	
395178	10923	132	1924.0	"GWG_CaD8NLI"	
618569	14892	225	2078.0	"jojsUe2jq7s"	
332090	12792	117	1903.0	"lwTpznqPCSQ"	
655579	14096	281	2270.0	"Q_QkbQ3ajyI"	
546983	20115	218	2136.0	"M6FJZoA85zU"	
806044	14832	331	1987.0	"xuKIZxOo4HI"	
408680	12050	142	1836.0	"TmOrPeh6f9o"	
2092426	28516	861	1786.0	"Q62m1HKQvAA"	
316401	11789	104	1484.0	"QG-txDKYIQg"	
494363	16764	156	1433.0	"QE7e0nzgDAs"	
374379	11913	112	1270.0	"knaj0uZJJjQ"	
511552	15630	136	1611.0	"JJVO1PhdR2Y"	
391420	11463	104	1358.0	"osnIIioihD0"	
358662	12652	124	1739.0	"7xWm08E_0-I"	
2147297	35723	821	3936.0	"pugpfx-Q8N4"	
406502	11088	79	1565.0	"qoqmwz-Pkwk"	
232108	8519	111	1432.0	"fQbQJKO1O5U"	
415644	15090	111	1309.0	"yXwswjnU6pU"	
376383	12886	84	1735.0	"2O-VWtXqmBw"	
241337	9296	109	1523.0	"YsI-GKt-YoU"	
229240	11589	160	1089.0	"QSDo79pXRHY"	
406520	11445	121	2023.0	"NlkK-0FALlA"	
418700	14745	73	1578.0	"eIc6RJaIc9E"	
373137	13686	168	1706.0	"zJqMoPIvOxk"	
415845	13326	105	1543.0	"N7iVqeYWrFE"	
366846	12606	101	1560.0	"x19P0OhOsTE"	
435622	14465	125	1572.0	"eRibPphCgKM"	
440056	13460	123	1662.0	"UuXSPq5lJ0Q"	
246474	17696	851	2477.0	"7h587qytNWo"	
333775	13851	91	1384.0	"77ATe-4X2gw"	
586352	18978	218	1509.0	"Ia6y3HuecaQ"	
420519	11997	80	1733.0	"Plb_I1BGXmM"	
787108	37768	821	1398.0	"1b_cKPfn9YQ"	
430623	12667	139	1369.0	"ZwB1XJDODms"	
377097	13814	91	1547.0	"D4vqKBvEGMQ"	
407098	12581	98	1413.0	"u0h1lcfEZ9o"	
457174	14238	116	1541.0	"IdvwxxvyuQY"	
439846	12661	112	1660.0	"FZywfTOB9G8"	
368950	12231	124	1638.0	"2cUMFov9NQQ"	
453727	13085	124	1799.0	"G5f38fB-eOA"	
330120	8414	133	1192.0	"zERgr15rKto"	
405943	14734	99	1444.0	"MNiSAQvkwPg"	
245450	11415	166	1381.0	"5gbgYxy-1oo"	
443214	13326	97	1494.0	"YCA6vrRBtd4"	
415265	17201	132	1482.0	"s4Mtq2vwXjY"	
457917	12767	128	1510.0	"37EvpAzndVQ"	
356956	12325	118	1737.0	"qtBRCc_CuBY"	
511604	23530	216	1832.0	"t5o2gqtSgCo"	
258546	7286	138	2025.0	"iw2_bP9f9sI"	
295865	8527	117	1846.0	"wVTisNC0JUg"	
490570	13575	96	1749.0	"uTpIcZnUBKM"	
400486	17219	159	563.0	"--rWi2QemJs"	
389506	14160	102	1402.0	"Wuu7umNaqB4"	
423231	14158	115	1893.0	"nxZioJgSdH4"	
516632	15295	164	1855.0	"Q1VPm_VAQFw"	
357330	12493	231	1876.0	"s7xC_im74CI"	
296014	9360	142	2300.0	"LDB0FcGJYSA"	
490693	14077	154	1447.0	"sFkMBzgaBOI"	
474907	15852	194	1549.0	"T3fceIoQsE4"	
458675	20188	203	1775.0	"efVqIgFNL9w"	
249759	9486	175	1798.0	"IVgjX9FDcHk"	
449969	15430	132	1625.0	"7Z-8UeaZyu4"	
505001	14876	119	2133.0	"PAKYsHutltc"	
268574	8451	111	1478.0	"WGt0NEzMY8A"	
620955	22008	463	3025.0	"0q4c62Eu_0g"	
259399	9895	144	1633.0	"-dq4DHWRVDY"	
386650	13077	127	1422.0	"idKicxZyA7w"	
512541	14892	107	1800.0	"EtfHZ3pSdcQ"	
346564	10078	143	1741.0	"E6QzaljAC7k"	
477337	14653	98	1364.0	"kChc1FK-N1s"	
496507	15010	142	1547.0	"Vfi8czqZo_0"	
544608	16628	298	1690.0	"NzQDb_SqycI"	
531399	14576	156	1637.0	"WslmfPOQ-m0"	
550060	16957	169	1429.0	"-dEg1AukMeA"	
454669	14757	212	1446.0	"uT0Mm_2IdrY"	
584778	17425	112	1676.0	"V7nv8wWnIIM"	
467231	14143	156	1653.0	"lMlgFLK0mcY"	
542960	15724	129	1734.0	"R1AVwiFFSxo"	
243028	8965	74	1305.0	"tciD_vYGl5g"	
561717	15757	142	1427.0	"XMhMcvBVAxw"	
249765	7447	107	1856.0	"5URuO3ZHSQk"	
440993	15607	108	1595.0	"FvPMaGOrJfM"	
267346	7694	78	1787.0	"LdExJPuwXII"	
588128	17673	127	1669.0	"qWCkoUafYN4"	
591753	21124	122	1598.0	"5gBjEUi3rKk"	
446333	15201	119	1293.0	"iPz_4o1dHmo"	
591588	19104	116	1576.0	"dGPdCnsw7K0"	
299640	8561	158	1331.0	"0qpONMzO6RY"	
701211	19316	144	1579.0	"JC-Mtb8E6II"	
135199	5075	111	1397.0	"DcqxxdZ4yTo"	
454176	16468	167	1468.0	"cXDdoz5JhZE"	
